group_id,raw_detection_number_in_group,raw_video_name,raw_stop_start_time,raw_stop_end_time,raw_interval_seconds,seconds_from_group_start,group_start_time,group_end_time,group_duration_seconds,raw_detections_in_group
91,1,cortexvpu-01a-005-41884872_2026-06-19_07-07-55_096132.ts,2026-06-19 08:08:08.050000000,2026-06-19 08:08:18.908888889,10.858888,0.0,2026-06-19 08:08:08.050000000,2026-06-19 08:08:18.908888889,10.858888889,1
92,1,cortexvpu-01a-005-41884872_2026-06-19_07-43-28_490322.ts,2026-06-19 08:43:40.276666667,2026-06-19 08:43:41.372222222,1.095555,0.0,2026-06-19 08:43:40.276666667,2026-06-19 08:43:41.372222222,1.095555555,1
93,1,cortexvpu-01a-005-41884872_2026-06-19_07-43-58_496778.ts,2026-06-19 08:44:00.094444444,2026-06-19 08:44:02.382222222,2.287777,0.0,2026-06-19 08:44:00.094444444,2026-06-19 08:44:03.320000000,3.225555556,2
93,2,cortexvpu-01a-005-41884872_2026-06-19_07-44-01_316667.ts,2026-06-19 08:44:02.127777778,2026-06-19 08:44:03.320000000,1.1922220000000001,2.033333,2026-06-19 08:44:00.094444444,2026-06-19 08:44:03.320000000,3.225555556,2
94,1,cortexvpu-01a-005-41884872_2026-06-19_07-44-09_316667.ts,2026-06-19 08:44:10.417777778,2026-06-19 08:44:15.734444444,5.316666,0.0,2026-06-19 08:44:10.417777778,2026-06-19 08:44:15.734444444,5.316666666,1
95,1,cortexvpu-01a-005-41884872_2026-06-19_07-44-14_496778.ts,2026-06-19 08:44:19.735555556,2026-06-19 08:44:20.992222222,1.256666,0.0,2026-06-19 08:44:19.735555556,2026-06-19 08:44:20.992222222,1.256666666,1
96,1,cortexvpu-01a-005-41884872_2026-06-19_07-45-23_207232.ts,2026-06-19 08:45:24.256666667,2026-06-19 08:45:25.352222222,1.095555,0.0,2026-06-19 08:45:24.256666667,2026-06-19 08:45:25.352222222,1.095555555,1
97,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-02_503222.ts,2026-06-19 08:46:03.417777778,2026-06-19 08:46:04.964444444,1.546666,0.0,2026-06-19 08:46:03.417777778,2026-06-19 08:46:04.964444444,1.546666666,1
98,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-18_509678.ts,2026-06-19 08:46:20.255555556,2026-06-19 08:46:23.832222222,3.576666,0.0,2026-06-19 08:46:20.255555556,2026-06-19 08:46:23.832222222,3.576666666,1
99,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-37_333333.ts,2026-06-19 08:46:55.688888889,2026-06-19 08:46:57.171111111,1.482222,0.0,2026-06-19 08:46:55.688888889,2026-06-19 08:46:57.171111111,1.482222222,1
100,1,cortexvpu-01a-005-41884872_2026-06-19_08-06-36_619355.ts,2026-06-19 09:06:47.052222222,2026-06-19 09:06:50.242222222,3.19,0.0,2026-06-19 09:06:47.052222222,2026-06-19 09:06:50.242222222,3.19,1
101,1,cortexvpu-01a-005-41884872_2026-06-19_08-07-05_625811.ts,2026-06-19 09:07:06.385555556,2026-06-19 09:07:07.996666667,1.611111,0.0,2026-06-19 09:07:06.385555556,2026-06-19 09:07:07.996666667,1.611111111,1
102,1,cortexvpu-01a-005-41884872_2026-06-19_08-14-25_670967.ts,2026-06-19 09:15:11.335555556,2026-06-19 09:15:28.091111111,16.755555,0.0,2026-06-19 09:15:11.335555556,2026-06-19 09:15:28.091111111,16.755555555,1
103,1,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,2026-06-19 09:23:47.144444444,2026-06-19 09:24:05.221111111,18.076666,0.0,2026-06-19 09:23:47.144444444,2026-06-19 09:24:05.221111111,18.076666667,1
104,1,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,2026-06-19 09:24:16.062222222,2026-06-19 09:24:19.993333333,3.931111,0.0,2026-06-19 09:24:16.062222222,2026-06-19 09:24:19.993333333,3.931111111,1
105,1,cortexvpu-01a-005-41884872_2026-06-19_08-43-10_715128.ts,2026-06-19 09:44:11.157777778,2026-06-19 09:44:16.281111110,5.123333,0.0,2026-06-19 09:44:11.157777778,2026-06-19 09:44:16.281111110,5.123333332,1
106,1,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,2026-06-19 09:58:55.500000000,2026-06-19 09:59:06.916666667,11.416666,0.0,2026-06-19 09:58:55.500000000,2026-06-19 09:59:06.916666667,11.416666667,1
107,1,cortexvpu-01a-005-41884872_2026-06-19_09-00-52_902596.ts,2026-06-19 10:01:08.166666667,2026-06-19 10:01:16.000000000,7.833333,0.0,2026-06-19 10:01:08.166666667,2026-06-19 10:01:16.000000000,7.833333333,1
108,1,cortexvpu-01a-005-41884872_2026-06-19_09-18-59_591494.ts,2026-06-19 10:19:04.000000000,2026-06-19 10:19:09.750000000,5.75,0.0,2026-06-19 10:19:04.000000000,2026-06-19 10:19:09.750000000,5.75,1
109,1,cortexvpu-01a-005-41884872_2026-06-19_09-29-14_563219.ts,2026-06-19 10:29:19.583333333,2026-06-19 10:29:31.416666667,11.833333,0.0,2026-06-19 10:29:19.583333333,2026-06-19 10:29:31.416666667,11.833333334,1
110,1,cortexvpu-01a-005-41884872_2026-06-19_09-45-54_679689.ts,2026-06-19 10:46:31.500000000,2026-06-19 10:46:35.500000000,4.0,0.0,2026-06-19 10:46:31.500000000,2026-06-19 10:46:36.333333333,4.833333333,2
110,2,cortexvpu-01a-005-41884872_2026-06-19_09-46-35_577051.ts,2026-06-19 10:46:35.166666667,2026-06-19 10:46:36.333333333,1.166666,3.666666,2026-06-19 10:46:31.500000000,2026-06-19 10:46:36.333333333,4.833333333,2
111,1,cortexvpu-01a-005-41884872_2026-06-19_09-46-48_900000.ts,2026-06-19 10:46:48.166666667,2026-06-19 10:46:52.333333333,4.166666,0.0,2026-06-19 10:46:48.166666667,2026-06-19 10:46:52.333333333,4.166666666,1
112,1,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,2026-06-19 10:47:27.166666667,2026-06-19 10:47:34.416666667,7.25,0.0,2026-06-19 10:47:27.166666667,2026-06-19 10:47:34.416666667,7.25,1
113,1,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,13.0,0.0,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,13.0,1
114,1,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,2026-06-19 11:28:38.916666667,2026-06-19 11:28:42.916666667,4.0,0.0,2026-06-19 11:28:38.916666667,2026-06-19 11:28:42.916666667,4.0,1
115,1,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,2026-06-19 11:28:56.916666667,2026-06-19 11:28:59.833333333,2.916666,0.0,2026-06-19 11:28:56.916666667,2026-06-19 11:28:59.833333333,2.916666666,1
116,1,cortexvpu-01a-005-41884872_2026-06-19_10-38-35_581824.ts,2026-06-19 11:39:34.916666667,2026-06-19 11:39:39.666666667,4.75,0.0,2026-06-19 11:39:34.916666667,2026-06-19 11:39:39.666666667,4.75,1
117,1,cortexvpu-01a-005-41884872_2026-06-19_10-46-59_672629.ts,2026-06-19 11:48:11.250000000,2026-06-19 11:48:16.500000000,5.25,0.0,2026-06-19 11:48:11.250000000,2026-06-19 11:48:16.500000000,5.25,1
118,1,cortexvpu-01a-005-41884872_2026-06-19_10-59-43_033333.ts,2026-06-19 12:00:22.666666667,2026-06-19 12:00:24.833333333,2.166666,0.0,2026-06-19 12:00:22.666666667,2026-06-19 12:00:24.833333333,2.166666666,1
119,1,cortexvpu-01a-005-41884872_2026-06-19_11-02-58_900000.ts,2026-06-19 12:03:11.750000000,2026-06-19 12:03:47.166666667,35.416666,0.0,2026-06-19 12:03:11.750000000,2026-06-19 12:03:47.166666667,35.416666667,1
120,1,cortexvpu-01a-005-41884872_2026-06-19_11-04-03_900000.ts,2026-06-19 12:04:20.166666667,2026-06-19 12:04:32.916666667,12.75,0.0,2026-06-19 12:04:20.166666667,2026-06-19 12:04:32.916666667,12.75,1
121,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-24_900000.ts,2026-06-19 12:05:24.250000000,2026-06-19 12:05:26.666666667,2.416666,0.0,2026-06-19 12:05:24.250000000,2026-06-19 12:05:26.666666667,2.416666667,1
122,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-39_050000.ts,2026-06-19 12:05:40.166666667,2026-06-19 12:05:41.833333333,1.666666,0.0,2026-06-19 12:05:40.166666667,2026-06-19 12:05:41.833333333,1.666666666,1
123,1,cortexvpu-01a-005-41884872_2026-06-19_11-06-12_900000.ts,2026-06-19 12:06:12.166666667,2026-06-19 12:06:14.333333333,2.166666,0.0,2026-06-19 12:06:12.166666667,2026-06-19 12:06:14.333333333,2.166666666,1
124,1,cortexvpu-01a-005-41884872_2026-06-19_11-07-13_900000.ts,2026-06-19 12:07:13.166666667,2026-06-19 12:07:15.583333333,2.416666,0.0,2026-06-19 12:07:13.166666667,2026-06-19 12:07:15.583333333,2.416666666,1
125,1,cortexvpu-01a-005-41884872_2026-06-19_11-20-06_066667.ts,2026-06-19 12:21:14.666666667,2026-06-19 12:21:18.333333333,3.666666,0.0,2026-06-19 12:21:14.666666667,2026-06-19 12:21:18.333333333,3.666666666,1
126,1,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,2026-06-19 12:22:23.750000000,2026-06-19 12:22:25.833333333,2.083333,0.0,2026-06-19 12:22:23.750000000,2026-06-19 12:22:25.833333333,2.083333333,1
127,1,cortexvpu-01a-005-41884872_2026-06-19_11-30-07_756523.ts,2026-06-19 12:31:56.666666667,2026-06-19 12:32:03.583333333,6.916666,0.0,2026-06-19 12:31:56.666666667,2026-06-19 12:32:04.416666667,7.75,2
127,2,cortexvpu-01a-005-41884872_2026-06-19_11-32-03_669570.ts,2026-06-19 12:32:03.166666667,2026-06-19 12:32:04.416666667,1.25,6.5,2026-06-19 12:31:56.666666667,2026-06-19 12:32:04.416666667,7.75,2
128,1,cortexvpu-01a-005-41884872_2026-06-19_11-35-55_672958.ts,2026-06-19 12:36:10.250000000,2026-06-19 12:36:19.666666667,9.416666,0.0,2026-06-19 12:36:10.250000000,2026-06-19 12:36:19.666666667,9.416666667,1
129,1,cortexvpu-01a-005-41884872_2026-06-19_11-41-43_735809.ts,2026-06-19 12:42:43.916666667,2026-06-19 12:43:03.000000000,19.083333,0.0,2026-06-19 12:42:43.916666667,2026-06-19 12:43:03.000000000,19.083333333,1
130,1,cortexvpu-01a-005-41884872_2026-06-19_11-43-45_100000.ts,2026-06-19 12:43:45.166666667,2026-06-19 12:43:47.500000000,2.333333,0.0,2026-06-19 12:43:45.166666667,2026-06-19 12:43:47.500000000,2.333333333,1
131,1,cortexvpu-01a-005-41884872_2026-06-19_11-43-49_100000.ts,2026-06-19 12:43:53.250000000,2026-06-19 12:43:56.416666667,3.166666,0.0,2026-06-19 12:43:53.250000000,2026-06-19 12:44:04.333333333,11.083333333,3
131,2,cortexvpu-01a-005-41884872_2026-06-19_11-43-55_100000.ts,2026-06-19 12:43:55.166666667,2026-06-19 12:44:00.416666667,5.25,1.916666,2026-06-19 12:43:53.250000000,2026-06-19 12:44:04.333333333,11.083333333,3
131,3,cortexvpu-01a-005-41884872_2026-06-19_11-44-00_100000.ts,2026-06-19 12:44:00.166666667,2026-06-19 12:44:04.333333333,4.166666,6.916666,2026-06-19 12:43:53.250000000,2026-06-19 12:44:04.333333333,11.083333333,3
132,1,cortexvpu-01a-005-41884872_2026-06-19_11-45-53_685450.ts,2026-06-19 12:46:02.750000000,2026-06-19 12:46:03.916666667,1.166666,0.0,2026-06-19 12:46:02.750000000,2026-06-19 12:46:03.916666667,1.166666667,1
133,1,cortexvpu-01a-005-41884872_2026-06-19_11-46-38_100000.ts,2026-06-19 12:46:38.166666667,2026-06-19 12:46:42.250000000,4.083333,0.0,2026-06-19 12:46:38.166666667,2026-06-19 12:46:42.250000000,4.083333333,1
134,1,cortexvpu-01a-005-41884872_2026-06-19_11-50-27_708894.ts,2026-06-19 12:51:42.000000000,2026-06-19 12:51:52.416666667,10.416666,0.0,2026-06-19 12:51:42.000000000,2026-06-19 12:51:52.416666667,10.416666667,1
135,1,cortexvpu-01a-005-41884872_2026-06-19_11-54-19_746414.ts,2026-06-19 12:54:38.750000000,2026-06-19 12:54:55.500000000,16.75,0.0,2026-06-19 12:54:38.750000000,2026-06-19 12:54:55.500000000,16.75,1
136,1,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,11.166666,0.0,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,11.166666666,1
137,1,cortexvpu-01a-005-41884872_2026-06-19_12-07-18_776642.ts,2026-06-19 13:07:58.416666667,2026-06-19 13:08:05.250000000,6.833333,0.0,2026-06-19 13:07:58.416666667,2026-06-19 13:08:05.250000000,6.833333333,1
138,1,cortexvpu-01a-005-41884872_2026-06-19_12-09-14_766334.ts,2026-06-19 13:09:37.750000000,2026-06-19 13:09:52.250000000,14.5,0.0,2026-06-19 13:09:37.750000000,2026-06-19 13:09:52.250000000,14.5,1
139,1,cortexvpu-01a-005-41884872_2026-06-19_12-20-21_699931.ts,2026-06-19 13:21:15.166666667,2026-06-19 13:21:26.416666667,11.25,0.0,2026-06-19 13:21:15.166666667,2026-06-19 13:21:26.416666667,11.25,1
140,1,cortexvpu-01a-005-41884872_2026-06-19_12-22-17_727490.ts,2026-06-19 13:22:17.166666667,2026-06-19 13:22:20.916666667,3.75,0.0,2026-06-19 13:22:17.166666667,2026-06-19 13:22:20.916666667,3.75,1
141,1,cortexvpu-01a-005-41884872_2026-06-19_12-26-09_772049.ts,2026-06-19 13:27:28.666666667,2026-06-19 13:27:47.250000000,18.583333,0.0,2026-06-19 13:27:28.666666667,2026-06-19 13:27:47.250000000,18.583333333,1
142,1,cortexvpu-01a-005-41884872_2026-06-19_12-28-05_661644.ts,2026-06-19 13:28:05.166666667,2026-06-19 13:28:08.166666667,3.0,0.0,2026-06-19 13:28:05.166666667,2026-06-19 13:28:08.166666667,3.0,1
143,1,cortexvpu-01a-005-41884872_2026-06-19_12-28-34_150000.ts,2026-06-19 13:28:34.166666667,2026-06-19 13:28:37.916666667,3.75,0.0,2026-06-19 13:28:34.166666667,2026-06-19 13:28:37.916666667,3.75,1
144,1,cortexvpu-01a-005-41884872_2026-06-19_12-30-27_755517.ts,2026-06-19 13:30:27.166666667,2026-06-19 13:30:31.916666667,4.75,0.0,2026-06-19 13:30:27.166666667,2026-06-19 13:30:31.916666667,4.75,1
145,1,cortexvpu-01a-005-41884872_2026-06-19_12-31-23_166667.ts,2026-06-19 13:31:24.166666667,2026-06-19 13:31:32.333333333,8.166666,0.0,2026-06-19 13:31:24.166666667,2026-06-19 13:31:32.333333333,8.166666666,1
146,1,cortexvpu-01a-005-41884872_2026-06-19_12-31-35_933333.ts,2026-06-19 13:31:35.166666667,2026-06-19 13:31:37.916666667,2.75,0.0,2026-06-19 13:31:35.166666667,2026-06-19 13:31:37.916666667,2.75,1
147,1,cortexvpu-01a-005-41884872_2026-06-19_12-39-53_774504.ts,2026-06-19 13:40:28.583333333,2026-06-19 13:40:39.083333333,10.5,0.0,2026-06-19 13:40:28.583333333,2026-06-19 13:40:39.083333333,10.5,1
148,1,cortexvpu-01a-005-41884872_2026-06-19_12-41-49_723059.ts,2026-06-19 13:41:49.166666667,2026-06-19 13:41:52.083333333,2.916666,0.0,2026-06-19 13:41:49.166666667,2026-06-19 13:41:52.083333333,2.916666666,1
149,1,cortexvpu-01a-005-41884872_2026-06-19_12-45-21_900000.ts,2026-06-19 13:45:44.916666667,2026-06-19 13:45:50.333333333,5.416666,0.0,2026-06-19 13:45:44.916666667,2026-06-19 13:45:50.333333333,5.416666666,1
150,1,cortexvpu-01a-005-41884872_2026-06-19_12-47-14_776702.ts,2026-06-19 13:47:14.166666667,2026-06-19 13:47:15.416666667,1.25,0.0,2026-06-19 13:47:14.166666667,2026-06-19 13:47:15.416666667,1.25,1
151,1,cortexvpu-01a-005-41884872_2026-06-19_12-47-42_183333.ts,2026-06-19 13:47:42.166666667,2026-06-19 13:47:50.916666667,8.75,0.0,2026-06-19 13:47:42.166666667,2026-06-19 13:47:50.916666667,8.75,1
152,1,cortexvpu-01a-005-41884872_2026-06-19_12-48-01_900000.ts,2026-06-19 13:48:01.166666667,2026-06-19 13:48:04.166666667,3.0,0.0,2026-06-19 13:48:01.166666667,2026-06-19 13:48:04.166666667,3.0,1
153,1,cortexvpu-01a-005-41884872_2026-06-19_12-53-46_759612.ts,2026-06-19 13:54:27.833333333,2026-06-19 13:54:44.500000000,16.666666,0.0,2026-06-19 13:54:27.833333333,2026-06-19 13:54:44.500000000,16.666666667,1
154,1,cortexvpu-01a-005-41884872_2026-06-19_12-55-42_785232.ts,2026-06-19 13:55:58.333333333,2026-06-19 13:56:08.916666667,10.583333,0.0,2026-06-19 13:55:58.333333333,2026-06-19 13:56:08.916666667,10.583333334,1
155,1,cortexvpu-01a-005-41884872_2026-06-19_12-57-29_200000.ts,2026-06-19 13:57:29.166666667,2026-06-19 13:57:35.083333333,5.916666,0.0,2026-06-19 13:57:29.166666667,2026-06-19 13:57:43.083333333,13.916666666,3
155,2,cortexvpu-01a-005-41884872_2026-06-19_12-57-33_200000.ts,2026-06-19 13:57:33.166666667,2026-06-19 13:57:40.083333333,6.916666,4.0,2026-06-19 13:57:29.166666667,2026-06-19 13:57:43.083333333,13.916666666,3
155,3,cortexvpu-01a-005-41884872_2026-06-19_12-57-38_200000.ts,2026-06-19 13:57:38.166666667,2026-06-19 13:57:43.083333333,4.916666,9.0,2026-06-19 13:57:29.166666667,2026-06-19 13:57:43.083333333,13.916666666,3
156,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-21_200000.ts,2026-06-19 13:59:21.166666667,2026-06-19 13:59:26.166666667,5.0,0.0,2026-06-19 13:59:21.166666667,2026-06-19 13:59:26.166666667,5.0,1
157,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-30_200000.ts,2026-06-19 13:59:30.166666667,2026-06-19 13:59:32.000000000,1.833333,0.0,2026-06-19 13:59:30.166666667,2026-06-19 13:59:32.000000000,1.833333333,1
158,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-45_200000.ts,2026-06-19 13:59:45.166666667,2026-06-19 13:59:50.250000000,5.083333,0.0,2026-06-19 13:59:45.166666667,2026-06-19 13:59:50.250000000,5.083333333,2
158,2,cortexvpu-01a-005-41884872_2026-06-19_12-59-33_200000.ts,2026-06-19 13:59:45.250000000,2026-06-19 13:59:46.250000000,1.0,0.083333,2026-06-19 13:59:45.166666667,2026-06-19 13:59:50.250000000,5.083333333,2
159,1,cortexvpu-01a-005-41884872_2026-06-19_12-59-53_933333.ts,2026-06-19 13:59:53.166666667,2026-06-19 13:59:56.750000000,3.583333,0.0,2026-06-19 13:59:53.166666667,2026-06-19 13:59:56.750000000,3.583333333,1
160,1,cortexvpu-01a-005-41884872_2026-06-19_13-00-18_900000.ts,2026-06-19 14:00:18.166666667,2026-06-19 14:00:21.166666667,3.0,0.0,2026-06-19 14:00:18.166666667,2026-06-19 14:00:21.166666667,3.0,1
161,1,cortexvpu-01a-005-41884872_2026-06-19_13-17-18_821097.ts,2026-06-19 14:17:31.166666667,2026-06-19 14:17:44.166666667,13.0,0.0,2026-06-19 14:17:31.166666667,2026-06-19 14:17:44.166666667,13.0,1
162,1,cortexvpu-01a-005-41884872_2026-06-19_13-18-22_900000.ts,2026-06-19 14:18:22.166666667,2026-06-19 14:18:28.583333333,6.416666,0.0,2026-06-19 14:18:22.166666667,2026-06-19 14:18:28.583333333,6.416666666,1
163,1,cortexvpu-01a-005-41884872_2026-06-19_13-19-05_933333.ts,2026-06-19 14:19:05.166666667,2026-06-19 14:19:08.333333333,3.166666,0.0,2026-06-19 14:19:05.166666667,2026-06-19 14:19:08.333333333,3.166666666,1
164,1,cortexvpu-01a-005-41884872_2026-06-19_13-19-51_900000.ts,2026-06-19 14:19:51.166666667,2026-06-19 14:19:53.750000000,2.583333,0.0,2026-06-19 14:19:51.166666667,2026-06-19 14:19:53.750000000,2.583333333,1
165,1,cortexvpu-01a-005-41884872_2026-06-19_13-22-18_900000.ts,2026-06-19 14:23:38.916666667,2026-06-19 14:23:44.250000000,5.333333,0.0,2026-06-19 14:23:38.916666667,2026-06-19 14:23:44.250000000,5.333333333,1
166,1,cortexvpu-01a-005-41884872_2026-06-19_13-29-59_917591.ts,2026-06-19 14:30:39.583333333,2026-06-19 14:30:59.166666667,19.583333,0.0,2026-06-19 14:30:39.583333333,2026-06-19 14:30:59.166666667,19.583333334,1
167,1,cortexvpu-01a-005-41884872_2026-06-19_13-31-51_250000.ts,2026-06-19 14:31:51.166666667,2026-06-19 14:31:53.666666667,2.5,0.0,2026-06-19 14:31:51.166666667,2026-06-19 14:31:53.666666667,2.5,1
168,1,cortexvpu-01a-005-41884872_2026-06-19_13-31-58_250000.ts,2026-06-19 14:31:58.166666667,2026-06-19 14:32:06.750000000,8.583333,0.0,2026-06-19 14:31:58.166666667,2026-06-19 14:32:06.750000000,8.583333333,1
169,1,cortexvpu-01a-005-41884872_2026-06-19_13-32-28_900000.ts,2026-06-19 14:32:28.166666667,2026-06-19 14:32:31.000000000,2.833333,0.0,2026-06-19 14:32:28.166666667,2026-06-19 14:32:31.000000000,2.833333333,1
170,1,cortexvpu-01a-005-41884872_2026-06-19_13-36-17_823189.ts,2026-06-19 14:36:44.583333333,2026-06-19 14:36:56.666666667,12.083333,0.0,2026-06-19 14:36:44.583333333,2026-06-19 14:36:56.666666667,12.083333334,1
171,1,cortexvpu-01a-005-41884872_2026-06-19_13-38-13_859589.ts,2026-06-19 14:38:20.250000000,2026-06-19 14:38:22.666666667,2.416666,0.0,2026-06-19 14:38:20.250000000,2026-06-19 14:38:22.666666667,2.416666667,1
172,1,cortexvpu-01a-005-41884872_2026-06-19_13-39-39_966667.ts,2026-06-19 14:39:39.166666667,2026-06-19 14:39:42.583333333,3.416666,0.0,2026-06-19 14:39:39.166666667,2026-06-19 14:39:42.583333333,3.416666666,1
173,1,cortexvpu-01a-005-41884872_2026-06-19_13-40-06_250000.ts,2026-06-19 14:40:06.166666667,2026-06-19 14:40:08.916666667,2.75,0.0,2026-06-19 14:40:06.166666667,2026-06-19 14:40:08.916666667,2.75,1
174,1,cortexvpu-01a-005-41884872_2026-06-19_13-52-19_874582.ts,2026-06-19 14:52:33.833333333,2026-06-19 14:52:42.333333333,8.5,0.0,2026-06-19 14:52:33.833333333,2026-06-19 14:52:42.333333333,8.5,1
175,1,cortexvpu-01a-005-41884872_2026-06-19_13-53-32_900000.ts,2026-06-19 14:53:32.166666667,2026-06-19 14:53:35.166666667,3.0,0.0,2026-06-19 14:53:32.166666667,2026-06-19 14:53:35.166666667,3.0,1
176,1,cortexvpu-01a-005-41884872_2026-06-19_13-55-25_943526.ts,2026-06-19 14:56:58.666666667,2026-06-19 14:57:10.500000000,11.833333,0.0,2026-06-19 14:56:58.666666667,2026-06-19 14:57:10.500000000,11.833333333,1
