extracted_stop_id,stop_time,stop_end_time,source_detection_count,source_first_video_name,source_last_video_name,Time,Period,Type,Operator,Time type,Time.1,Group,Reason 1,Reason 2,Reason 3,Reason 4,Product,Batch,Bulk,Order,harford_original_time,harford_time,harford_stop_id,harford_duration_minutes,matched_harford_stop,time_difference_seconds,absolute_time_difference_seconds
1,2026-06-18 22:11:06.834444444,2026-06-18 22:11:22.268888889,1,cortexvpu-01a-005-41884872_2026-06-18_21-10-34_935489.ts,cortexvpu-01a-005-41884872_2026-06-18_21-10-34_935489.ts,,,,,,,,,,,,,,,,,,,,False,,
2,2026-06-18 22:14:30.294444444,2026-06-18 22:14:51.593333333,1,cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690.ts,cortexvpu-01a-005-41884872_2026-06-18_21-14-05_784690.ts,,,,,,,,,,,,,,,,,,,,False,,
3,2026-06-18 22:15:18.062222222,2026-06-18 22:15:21.542222222,1,cortexvpu-01a-005-41884872_2026-06-18_21-15-16_657976.ts,cortexvpu-01a-005-41884872_2026-06-18_21-15-16_657976.ts,,,,,,,,,,,,,,,,,,,,False,,
4,2026-06-18 23:30:55.811111111,2026-06-18 23:31:00.870000000,1,cortexvpu-01a-005-41884872_2026-06-18_22-30-02_160727.ts,cortexvpu-01a-005-41884872_2026-06-18_22-30-02_160727.ts,,,,,,,,,,,,,,,,,,,,False,,
5,2026-06-18 23:35:02.336666667,2026-06-18 23:35:04.495555556,1,cortexvpu-01a-005-41884872_2026-06-18_22-34-46_237795.ts,cortexvpu-01a-005-41884872_2026-06-18_22-34-46_237795.ts,,,,,,,,,,,,,,,,,,,,False,,
6,2026-06-18 23:56:53.727777778,2026-06-18 23:57:11.611111111,1,cortexvpu-01a-005-41884872_2026-06-18_22-56-41_282659.ts,cortexvpu-01a-005-41884872_2026-06-18_22-56-41_282659.ts,2026-06-18 23:57:42.475000,23:57:42 - 23:58:35,DB,Callum Gillan,Machine,0:00:53,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-18 23:57:42.475,2026-06-18 23:57:42.475,75.0,0.8833333333333333,True,48.747222222,48.747222222
7,2026-06-19 00:00:16.062222222,2026-06-19 00:00:26.276666667,1,cortexvpu-01a-005-41884872_2026-06-18_23-00-14_426498.ts,cortexvpu-01a-005-41884872_2026-06-18_23-00-14_426498.ts,2026-06-19 00:00:44.902000,00:00:44 - 00:00:56,DB,Callum Gillan,Machine,0:00:12,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 00:00:44.902,2026-06-19 00:00:44.902,76.0,0.2,True,28.839777778,28.839777778
8,2026-06-19 00:08:20.996666667,2026-06-19 00:08:27.022222222,1,cortexvpu-01a-005-41884872_2026-06-18_23-07-20_425921.ts,cortexvpu-01a-005-41884872_2026-06-18_23-07-20_425921.ts,,,,,,,,,,,,,,,,,,,,False,,
9,2026-06-19 00:08:33.416666667,2026-06-19 00:08:37.476666667,1,cortexvpu-01a-005-41884872_2026-06-18_23-08-31_404536.ts,cortexvpu-01a-005-41884872_2026-06-18_23-08-31_404536.ts,,,,,,,,,,,,,,,,,,,,False,,
10,2026-06-19 00:16:35.061111111,2026-06-19 00:16:37.058888889,1,cortexvpu-01a-005-41884872_2026-06-18_23-16-32_638711.ts,cortexvpu-01a-005-41884872_2026-06-18_23-16-32_638711.ts,2026-06-19 00:18:34.908000,00:18:34 - 00:18:57,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 00:18:34.908,2026-06-19 00:18:34.908,78.0,0.38333333333333336,True,119.846888889,119.846888889
11,2026-06-19 00:16:37.094444444,2026-06-19 00:16:38.995555556,1,cortexvpu-01a-005-41884872_2026-06-18_23-16-35_645167.ts,cortexvpu-01a-005-41884872_2026-06-18_23-16-35_645167.ts,2026-06-19 00:18:34.908000,00:18:34 - 00:18:57,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 00:18:34.908,2026-06-19 00:18:34.908,78.0,0.38333333333333336,True,117.813555556,117.813555556
12,2026-06-19 00:17:37.098888889,2026-06-19 00:17:50.922222222,1,cortexvpu-01a-005-41884872_2026-06-18_23-16-41_666667.ts,cortexvpu-01a-005-41884872_2026-06-18_23-16-41_666667.ts,2026-06-19 00:18:34.908000,00:18:34 - 00:18:57,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 00:18:34.908,2026-06-19 00:18:34.908,78.0,0.38333333333333336,True,57.809111111,57.809111111
13,2026-06-19 00:17:52.062222222,2026-06-19 00:17:53.157777778,1,cortexvpu-01a-005-41884872_2026-06-18_23-17-50_223750.ts,cortexvpu-01a-005-41884872_2026-06-18_23-17-50_223750.ts,2026-06-19 00:18:34.908000,00:18:34 - 00:18:57,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 00:18:34.908,2026-06-19 00:18:34.908,78.0,0.38333333333333336,True,42.845777778,42.845777778
14,2026-06-19 02:37:53.138888889,2026-06-19 02:38:04.481111111,1,cortexvpu-01a-005-41884872_2026-06-19_01-37-33_184857.ts,cortexvpu-01a-005-41884872_2026-06-19_01-37-33_184857.ts,2026-06-19 02:38:58.782000,02:38:58 - 02:39:52,DB,Jean Cairns,Machine,0:00:53,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 02:38:58.782,2026-06-19 02:38:58.782,88.0,0.8833333333333333,True,65.643111111,65.643111111
15,2026-06-19 03:13:30.594444444,2026-06-19 03:13:51.506666666,1,cortexvpu-01a-005-41884872_2026-06-19_02-12-45_376470.ts,cortexvpu-01a-005-41884872_2026-06-19_02-12-45_376470.ts,,,,,,,,,,,,,,,,,,,,False,,
16,2026-06-19 03:13:57.063333333,2026-06-19 03:14:13.980000000,1,cortexvpu-01a-005-41884872_2026-06-19_02-13-56_339659.ts,cortexvpu-01a-005-41884872_2026-06-19_02-13-56_339659.ts,,,,,,,,,,,,,,,,,,,,False,,
17,2026-06-19 03:15:19.381111111,2026-06-19 03:15:21.088888889,1,cortexvpu-01a-005-41884872_2026-06-19_02-15-14_651611.ts,cortexvpu-01a-005-41884872_2026-06-19_02-15-14_651611.ts,,,,,,,,,,,,,,,,,,,,False,,
18,2026-06-19 03:15:34.093333333,2026-06-19 03:15:36.703333333,1,cortexvpu-01a-005-41884872_2026-06-19_02-15-31_651611.ts,cortexvpu-01a-005-41884872_2026-06-19_02-15-31_651611.ts,,,,,,,,,,,,,,,,,,,,False,,
19,2026-06-19 03:15:45.062222222,2026-06-19 03:15:48.703333333,1,cortexvpu-01a-005-41884872_2026-06-19_02-15-43_658067.ts,cortexvpu-01a-005-41884872_2026-06-19_02-15-43_658067.ts,,,,,,,,,,,,,,,,,,,,False,,
20,2026-06-19 03:16:22.091111111,2026-06-19 03:16:26.602222222,1,cortexvpu-01a-005-41884872_2026-06-19_02-16-17_658067.ts,cortexvpu-01a-005-41884872_2026-06-19_02-16-17_658067.ts,,,,,,,,,,,,,,,,,,,,False,,
21,2026-06-19 03:17:39.064444444,2026-06-19 03:17:41.996666667,1,cortexvpu-01a-005-41884872_2026-06-19_02-17-39_896778.ts,cortexvpu-01a-005-41884872_2026-06-19_02-17-39_896778.ts,,,,,,,,,,,,,,,,,,,,False,,
22,2026-06-19 03:18:18.114444444,2026-06-19 03:18:22.657777778,1,cortexvpu-01a-005-41884872_2026-06-19_02-18-05_664511.ts,cortexvpu-01a-005-41884872_2026-06-19_02-18-05_664511.ts,,,,,,,,,,,,,,,,,,,,False,,
23,2026-06-19 03:25:13.060000000,2026-06-19 03:25:18.215555556,1,cortexvpu-01a-005-41884872_2026-06-19_02-25-09_523403.ts,cortexvpu-01a-005-41884872_2026-06-19_02-25-09_523403.ts,2026-06-19 03:25:29.939000,03:25:29 - 03:25:44,DB,Jean Cairns,Machine,0:00:14,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:25:29.939,2026-06-19 03:25:29.939,90.0,0.23333333333333334,True,16.879,16.879
24,2026-06-19 03:26:22.610000000,2026-06-19 03:26:25.703333333,1,cortexvpu-01a-005-41884872_2026-06-19_02-26-20_390324.ts,cortexvpu-01a-005-41884872_2026-06-19_02-26-20_390324.ts,2026-06-19 03:25:29.939000,03:25:29 - 03:25:44,DB,Jean Cairns,Machine,0:00:14,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:25:29.939,2026-06-19 03:25:29.939,90.0,0.23333333333333334,True,-52.671,52.671
25,2026-06-19 03:26:27.062222222,2026-06-19 03:26:29.994444444,1,cortexvpu-01a-005-41884872_2026-06-19_02-26-25_716133.ts,cortexvpu-01a-005-41884872_2026-06-19_02-26-25_716133.ts,2026-06-19 03:25:29.939000,03:25:29 - 03:25:44,DB,Jean Cairns,Machine,0:00:14,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:25:29.939,2026-06-19 03:25:29.939,90.0,0.23333333333333334,True,-57.123222222,57.123222222
26,2026-06-19 03:27:37.093333333,2026-06-19 03:27:44.375555556,1,cortexvpu-01a-005-41884872_2026-06-19_02-27-34_409488.ts,cortexvpu-01a-005-41884872_2026-06-19_02-27-34_409488.ts,2026-06-19 03:28:15.752000,03:28:15 - 03:28:28,DB,Jean Cairns,Machine,0:00:13,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:28:15.752,2026-06-19 03:28:15.752,91.0,0.21666666666666667,True,38.658666667,38.658666667
27,2026-06-19 03:28:48.061111111,2026-06-19 03:28:49.092222222,1,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,cortexvpu-01a-005-41884872_2026-06-19_02-28-45_481007.ts,2026-06-19 03:28:41.976000,03:28:41 - 03:29:21,DB,Jean Cairns,Machine,0:00:39,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:28:41.976,2026-06-19 03:28:41.976,92.0,0.65,True,-6.085111111,6.085111111
28,2026-06-19 03:29:55.063333333,2026-06-19 03:29:56.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts,cortexvpu-01a-005-41884872_2026-06-19_02-29-54_735489.ts,2026-06-19 03:29:35.624000,03:29:35 - 03:30:47,DB,Jean Cairns,Unplanned operational,0:01:12,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:29:35.624,2026-06-19 03:29:35.624,93.0,1.2,True,-19.439333333,19.439333333
29,2026-06-19 03:31:49.432222222,2026-06-19 03:32:02.933333333,1,cortexvpu-01a-005-41884872_2026-06-19_02-31-03_489790.ts,cortexvpu-01a-005-41884872_2026-06-19_02-31-03_489790.ts,2026-06-19 03:32:41.108000,03:32:41 - 03:34:07,DB,Jean Cairns,Unplanned operational,0:01:26,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:32:41.108,2026-06-19 03:32:41.108,94.0,1.4333333333333333,True,51.675777778,51.675777778
30,2026-06-19 03:32:19.864444444,2026-06-19 03:32:21.411111111,1,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts,cortexvpu-01a-005-41884872_2026-06-19_02-32-14_441377.ts,2026-06-19 03:32:41.108000,03:32:41 - 03:34:07,DB,Jean Cairns,Unplanned operational,0:01:26,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:32:41.108,2026-06-19 03:32:41.108,94.0,1.4333333333333333,True,21.243555556,21.243555556
31,2026-06-19 03:37:45.667777778,2026-06-19 03:37:50.662222222,1,cortexvpu-01a-005-41884872_2026-06-19_02-36-39_544404.ts,cortexvpu-01a-005-41884872_2026-06-19_02-36-39_544404.ts,2026-06-19 03:38:38.193000,03:38:38 - 03:40:03,DB,Jean Cairns,Unplanned operational,0:01:25,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:38:38.193,2026-06-19 03:38:38.193,95.0,1.4166666666666667,True,52.525222222,52.525222222
32,2026-06-19 03:37:53.061111111,2026-06-19 03:37:55.220000000,1,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts,cortexvpu-01a-005-41884872_2026-06-19_02-37-50_509624.ts,2026-06-19 03:38:38.193000,03:38:38 - 03:40:03,DB,Jean Cairns,Unplanned operational,0:01:25,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:38:38.193,2026-06-19 03:38:38.193,95.0,1.4166666666666667,True,45.131888889,45.131888889
33,2026-06-19 03:43:47.243333333,2026-06-19 03:43:47.694444444,1,cortexvpu-01a-005-41884872_2026-06-19_02-42-36_499681.ts,cortexvpu-01a-005-41884872_2026-06-19_02-42-36_499681.ts,2026-06-19 03:44:22.189000,03:44:22 - 03:45:02,DB,Jean Cairns,Machine,0:00:41,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:44:22.189,2026-06-19 03:44:22.189,96.0,0.6833333333333333,True,34.945666667,34.945666667
34,2026-06-19 03:43:50.834444444,2026-06-19 03:43:52.703333333,1,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts,cortexvpu-01a-005-41884872_2026-06-19_02-43-47_579287.ts,2026-06-19 03:44:22.189000,03:44:22 - 03:45:02,DB,Jean Cairns,Machine,0:00:41,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:44:22.189,2026-06-19 03:44:22.189,96.0,0.6833333333333333,True,31.354555556,31.354555556
35,2026-06-19 03:48:05.530000000,2026-06-19 03:48:13.875555556,1,cortexvpu-01a-005-41884872_2026-06-19_02-47-20_692052.ts,cortexvpu-01a-005-41884872_2026-06-19_02-47-20_692052.ts,2026-06-19 03:49:00.634000,03:49:00 - 03:50:05,DB,Jean Cairns,Unplanned operational,0:01:05,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:49:00.634,2026-06-19 03:49:00.634,97.0,1.0833333333333333,True,55.104,55.104
36,2026-06-19 03:48:35.640000000,2026-06-19 03:48:36.961111111,1,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts,cortexvpu-01a-005-41884872_2026-06-19_02-48-31_422348.ts,2026-06-19 03:49:00.634000,03:49:00 - 03:50:05,DB,Jean Cairns,Unplanned operational,0:01:05,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 03:49:00.634,2026-06-19 03:49:00.634,97.0,1.0833333333333333,True,24.994,24.994
37,2026-06-19 03:53:51.604444444,2026-06-19 03:54:06.265555556,1,cortexvpu-01a-005-41884872_2026-06-19_02-53-44_674871.ts,cortexvpu-01a-005-41884872_2026-06-19_02-53-44_674871.ts,,,,,,,,,,,,,,,,,,,,False,,
38,2026-06-19 03:54:59.511111110,2026-06-19 03:55:00.928888889,1,cortexvpu-01a-005-41884872_2026-06-19_02-54-55_103222.ts,cortexvpu-01a-005-41884872_2026-06-19_02-54-55_103222.ts,,,,,,,,,,,,,,,,,,,,False,,
39,2026-06-19 03:56:06.061111111,2026-06-19 03:56:07.575555556,1,cortexvpu-01a-005-41884872_2026-06-19_02-56-03_603205.ts,cortexvpu-01a-005-41884872_2026-06-19_02-56-03_603205.ts,,,,,,,,,,,,,,,,,,,,False,,
40,2026-06-19 03:57:20.057777778,2026-06-19 03:57:26.566666667,1,cortexvpu-01a-005-41884872_2026-06-19_02-57-14_444881.ts,cortexvpu-01a-005-41884872_2026-06-19_02-57-14_444881.ts,,,,,,,,,,,,,,,,,,,,False,,
41,2026-06-19 04:05:01.188888889,2026-06-19 04:05:14.593333333,1,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,cortexvpu-01a-005-41884872_2026-06-19_03-04-57_791037.ts,2026-06-19 04:06:26.928000,04:06:26 - 04:06:58,DB,Jean Cairns,Machine,0:00:32,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:06:26.928,2026-06-19 04:06:26.928,98.0,0.5333333333333333,True,85.739111111,85.739111111
42,2026-06-19 04:10:04.038888889,2026-06-19 04:10:17.282222222,1,cortexvpu-01a-005-41884872_2026-06-19_03-09-41_754057.ts,cortexvpu-01a-005-41884872_2026-06-19_03-09-41_754057.ts,,,,,,,,,,,,,,,,,,,,False,,
43,2026-06-19 04:13:16.706666667,2026-06-19 04:13:25.954444444,1,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,cortexvpu-01a-005-41884872_2026-06-19_03-13-14_762454.ts,2026-06-19 04:13:23.995000,04:13:23 - 04:13:33,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:13:23.995,2026-06-19 04:13:23.995,99.0,0.16666666666666666,True,7.288333333,7.288333333
44,2026-06-19 04:17:46.385555556,2026-06-19 04:17:56.857777778,1,cortexvpu-01a-005-41884872_2026-06-19_03-16-47_834679.ts,cortexvpu-01a-005-41884872_2026-06-19_03-16-47_834679.ts,2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101.0,2.8333333333333335,True,62.947444444,62.947444444
45,2026-06-19 04:18:00.062222222,2026-06-19 04:18:01.995555556,1,cortexvpu-01a-005-41884872_2026-06-19_03-17-58_751527.ts,cortexvpu-01a-005-41884872_2026-06-19_03-17-58_751527.ts,2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101.0,2.8333333333333335,True,49.270777778,49.270777778
46,2026-06-19 04:19:11.062222222,2026-06-19 04:19:16.475555556,1,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-09_569304.ts,2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101.0,2.8333333333333335,True,-21.729222222,21.729222222
47,2026-06-19 04:19:19.062222222,2026-06-19 04:19:28.475555556,2,cortexvpu-01a-005-41884872_2026-06-19_03-19-17_245167.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-21_245167.ts,2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101.0,2.8333333333333335,True,-29.729222222,29.729222222
48,2026-06-19 04:20:04.025555556,2026-06-19 04:20:05.765555556,1,cortexvpu-01a-005-41884872_2026-06-19_03-19-58_012900.ts,cortexvpu-01a-005-41884872_2026-06-19_03-19-58_012900.ts,2026-06-19 04:18:49.333000,04:18:49 - 04:21:39,DB,Jean Cairns,Machine,0:02:50,,Shrinkwrapper,Outfeed > Sensors,Blockage,TP17,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:18:49.333,2026-06-19 04:18:49.333,101.0,2.8333333333333335,True,-74.692555556,74.692555556
49,2026-06-19 04:39:06.007777778,2026-06-19 04:39:09.745555556,1,cortexvpu-01a-005-41884872_2026-06-19_03-38-15_886285.ts,cortexvpu-01a-005-41884872_2026-06-19_03-38-15_886285.ts,,,,,,,,,,,,,,,,,,,,False,,
50,2026-06-19 04:51:18.187777778,2026-06-19 04:51:25.083333333,1,cortexvpu-01a-005-41884872_2026-06-19_03-50-44_016667.ts,cortexvpu-01a-005-41884872_2026-06-19_03-50-44_016667.ts,,,,,,,,,,,,,,,,,,,,False,,
51,2026-06-19 04:53:16.050000000,2026-06-19 04:53:22.268888889,1,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts,cortexvpu-01a-005-41884872_2026-06-19_03-53-03_022603.ts,2026-06-19 04:54:30.843000,04:54:30 - 04:55:16,DB,Jean Cairns,Machine,0:00:46,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:54:30.843,2026-06-19 04:54:30.843,103.0,0.7666666666666667,True,74.793,74.793
52,2026-06-19 04:54:14.063333333,2026-06-19 04:54:15.996666667,1,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts,cortexvpu-01a-005-41884872_2026-06-19_03-54-13_948410.ts,2026-06-19 04:54:30.843000,04:54:30 - 04:55:16,DB,Jean Cairns,Machine,0:00:46,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:54:30.843,2026-06-19 04:54:30.843,103.0,0.7666666666666667,True,16.779666667,16.779666667
53,2026-06-19 04:57:16.374444444,2026-06-19 04:57:18.920000000,1,cortexvpu-01a-005-41884872_2026-06-19_03-56-36_074722.ts,cortexvpu-01a-005-41884872_2026-06-19_03-56-36_074722.ts,2026-06-19 04:58:13.595000,04:58:13 - 04:59:55,DB,Jean Cairns,Machine,0:01:42,,Shrinkwrapper,Main Machine Wrap Limiter > Out of Sync,,,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:58:13.595,2026-06-19 04:58:13.595,104.0,1.7,True,57.220555556,57.220555556
54,2026-06-19 04:57:49.222222222,2026-06-19 04:57:51.123333333,1,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts,cortexvpu-01a-005-41884872_2026-06-19_03-57-46_926933.ts,2026-06-19 04:58:13.595000,04:58:13 - 04:59:55,DB,Jean Cairns,Machine,0:01:42,,Shrinkwrapper,Main Machine Wrap Limiter > Out of Sync,,,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:58:13.595,2026-06-19 04:58:13.595,104.0,1.7,True,24.372777778,24.372777778
55,2026-06-19 04:59:00.254444444,2026-06-19 04:59:10.501111111,1,cortexvpu-01a-005-41884872_2026-06-19_03-58-57_887073.ts,cortexvpu-01a-005-41884872_2026-06-19_03-58-57_887073.ts,2026-06-19 04:58:13.595000,04:58:13 - 04:59:55,DB,Jean Cairns,Machine,0:01:42,,Shrinkwrapper,Main Machine Wrap Limiter > Out of Sync,,,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 04:58:13.595,2026-06-19 04:58:13.595,104.0,1.7,True,-46.659444444,46.659444444
